2017-03-24 10:39:37,049 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 10:39:37,086 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: Mail_WildLife Licensing__07032017_04:16_1of1(1069),Subject contains filter text : True
2017-03-24 10:39:37,087 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 10:39:41,500 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:39:41,572 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Released
2017-03-24 10:39:43,407 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:39:43,407 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:39:43,488 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Released
2017-03-24 10:39:45,408 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:39:45,408 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:39:45,774 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Released
2017-03-24 10:39:47,408 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:39:47,409 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:39:47,511 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Released
2017-03-24 10:39:49,409 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:39:49,409 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:39:49,504 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Released
2017-03-24 10:39:51,409 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:39:51,409 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:39:52,102 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Released
2017-03-24 10:42:54,323 INFO [EmailBounceBack.EmailBounceBack]: EmailBounceBack Started.
2017-03-24 10:42:56,317 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:42:56,603 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:43:10,247 INFO [EmailBounceBack.Core.EmailMonitor]: Bounce Message Found : Undeliverable: Mail_WildLife Licensing__07032017_04:16_1of1(1069),Subject contains filter text : True
2017-03-24 10:43:11,690 DEBUG[EmailBounceBack.Core.EmailMonitor]: Validating Mail Subject
2017-03-24 10:43:41,273 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:43:44,760 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Released
2017-03-24 10:43:58,847 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:43:58,848 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
2017-03-24 10:43:58,953 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Released
2017-03-24 10:44:00,848 DEBUG[EmailBounceBack.Core.EmailMonitor]: Timer Thread - Started
2017-03-24 10:44:00,848 DEBUG[EmailBounceBack.Core.EmailMonitor]: Processing mailbox {0} ...DeciphaNSW_OEH@deciphad.com.au
